,MCVA,MCVA_x,MCVA_y,GC,GC_x,GC_y,TS,x,y,LE,max_depth,learning_rate,n_estimators,min_child_weight,subsample,colsample_bytree,reg_lambda,gamma
11,0.3772,0.363,0.3915,0.4344,0.4823,0.49,0.8444,-2.6297,47.8052,54.161,5,0.231343427,144,2,0.583727288,0.604232688,2.767112089,0.169862878
12,0.3637,0.3172,0.4103,0.4469,0.5937,0.4068,0.8462,-0.6158,47.9088,104.959,8,0.27890548,193,7,0.649768845,0.890587503,3.882036953,0.231521582
13,0.405,0.35,0.46,0.4051,0.5376,0.3655,0.8665,-1.6134,47.7888,41.975,7,0.186030161,245,8,0.772901419,0.78709328,3.451492623,0.018059371
14,0.3641,0.3648,0.3634,0.4602,0.488,0.5472,0.8531,-0.9506,49.6236,190.515,5,0.169147286,268,10,0.623846441,0.49650512,2.303546097,0.2712046
15,0.3524,0.3678,0.3369,0.4627,0.4703,0.5454,0.845,-2.6002,48.5723,72.015,4,0.202171628,64,2,0.927840123,0.784702541,0.946993646,0.9365707
16,0.3771,0.3366,0.4176,0.4372,0.5353,0.419,0.8636,-2.6113,48.897,103.339,5,0.108709613,181,9,0.704889618,0.849167585,4.436780454,0.072280994
17,0.3772,0.3915,0.3629,0.4439,0.4698,0.5525,0.8694,-1.5673,48.2921,41.796,5,0.073943328,297,8,0.878387885,0.621995454,3.240084688,0.111598513
18,0.3672,0.3266,0.4078,0.4471,0.573,0.4316,0.8537,-0.0723,48.4975,151.369,6,0.202925459,216,9,0.663805887,0.892097823,4.081506141,0.60612753
19,0.398,0.3466,0.4495,0.4,0.5153,0.3683,0.8548,0.4581,48.3021,184.863,7,0.205704559,158,4,0.506530983,0.863927593,3.366672607,0.792272616
20,0.3564,0.3244,0.3884,0.4608,0.5291,0.4905,0.8456,-1.3987,48.6306,77.997,5,0.200831218,88,7,0.574604792,0.62410069,1.267074516,0.173211953
21,0.3664,0.325,0.4078,0.4407,0.5284,0.4366,0.8409,-0.1607,47.1469,171.61,4,0.270719573,50,4,0.856040047,0.865599297,0.162636081,0.440523332
22,0.3664,0.3436,0.3892,0.4587,0.5501,0.4708,0.8665,-1.4596,48.8032,92.222,8,0.153799734,86,5,0.678107005,0.745046882,4.543338668,0.933772451
23,0.3806,0.3563,0.4049,0.4314,0.508,0.4661,0.8435,-0.5769,49.0345,151.298,4,0.162053211,183,6,0.593641035,0.939694605,1.056640325,0.406688374
24,0.3776,0.3298,0.4254,0.4344,0.5525,0.3844,0.8685,-0.8419,48.7814,117.809,6,0.141710622,288,6,0.753892095,0.855274981,4.653627288,0.50556802
25,0.3644,0.3541,0.3747,0.4573,0.5088,0.5202,0.855,0.1973,48.494,170.266,7,0.212866879,253,9,0.593114246,0.651129158,2.792344077,0.837034531
26,0.3787,0.4091,0.3484,0.4439,0.4084,0.6187,0.8559,-2.0312,48.6164,62.114,4,0.153708891,247,5,0.778904927,0.523569355,4.815837884,0.677520724
27,0.3696,0.3401,0.3992,0.4434,0.5385,0.4361,0.8655,-0.5402,49.0513,154.508,5,0.116652341,135,5,0.797291365,0.860166994,4.267433062,0.129124828
28,0.3675,0.3515,0.3835,0.4521,0.5103,0.4904,0.8547,0.4379,48.5323,188.482,4,0.083775264,192,4,0.527485107,0.799797423,2.648164461,0.570917901
29,0.3848,0.3641,0.4054,0.4387,0.5053,0.523,0.8579,-0.2919,49.3406,190.273,6,0.130295736,210,3,0.502086233,0.615479675,3.808936967,0.64347474
30,0.3722,0.3637,0.3808,0.4392,0.5079,0.456,0.8505,-1.6808,48.5484,59.668,7,0.241479951,173,10,0.647107253,0.793581597,2.664406242,0.230234168
31,0.3761,0.3754,0.3769,0.4442,0.5033,0.4871,0.8714,-1.9926,48.5899,59.156,6,0.093009022,204,8,0.698792029,0.973010897,4.677697072,0.369445784
32,0.3684,0.3555,0.3812,0.4485,0.5133,0.511,0.8667,-0.3046,48.3386,130.069,5,0.123176594,283,6,0.935797453,0.702671248,2.233687193,0.175652847
33,0.3685,0.3185,0.4186,0.4443,0.5671,0.4333,0.8422,-2.9142,50.2659,254.185,4,0.232887883,227,7,0.609241181,0.766623226,2.97809154,0.22065567
34,0.3726,0.3433,0.4019,0.4467,0.5276,0.4981,0.8517,0.7998,50.1861,312.611,6,0.212191943,162,3,0.549689463,0.507964138,4.017898817,0.106320154
35,0.3866,0.3686,0.4046,0.4246,0.486,0.4411,0.8665,-0.3865,48.9845,157.729,5,0.106571092,148,3,0.774067561,0.840218855,4.194349109,0.532372546
36,0.3631,0.3072,0.4191,0.4575,0.5828,0.431,0.8488,-1.9607,49.5085,161.326,4,0.142197667,169,4,0.694107775,0.905163873,2.461484495,0.831818772
37,0.3742,0.3687,0.3796,0.4483,0.5095,0.4812,0.8704,-1.0208,48.3165,78.647,6,0.112244243,239,4,0.643353267,0.918786557,1.534205261,0.43749836
38,0.3604,0.3689,0.3518,0.4614,0.4818,0.5246,0.8618,-0.6032,48.0839,104.439,5,0.089900679,98,5,0.838434883,0.995460693,3.808149927,0.860711699
39,0.3708,0.3831,0.3585,0.4431,0.4777,0.5102,0.8665,-0.0543,47.74,149.895,6,0.190063911,130,4,0.957487423,0.884825394,3.689498733,0.172608472
40,0.3742,0.3809,0.3676,0.4335,0.4664,0.492,0.8542,1.126,48.7948,245.331,5,0.214343326,93,6,0.805931399,0.97025376,2.23769443,0.404791189
41,0.3747,0.3753,0.3741,0.4451,0.4842,0.4979,0.8715,-1.7809,48.125,18.46,7,0.076192495,234,6,0.621462191,0.779539268,4.622172568,0.856279664
42,0.3855,0.3553,0.4157,0.4247,0.4949,0.4751,0.8504,0.2142,47.7232,169.837,4,0.173774475,273,6,0.852175409,0.79577604,3.438080813,0.620761259
43,0.3895,0.3636,0.4153,0.4265,0.4984,0.4707,0.8519,-0.1387,47.9972,139.192,4,0.185222266,135,4,0.826149651,0.635632526,4.242147485,0.564085033
44,0.377,0.3275,0.4265,0.4319,0.5368,0.4183,0.8448,-1.0513,48.225,73.396,4,0.149934998,152,8,0.604411996,0.805801009,2.504673044,0.093507059
45,0.396,0.3745,0.4174,0.4077,0.4922,0.4186,0.8674,0.9634,47.6119,227.276,5,0.152294258,164,7,0.946670323,0.836611452,3.59475857,0.158907642
46,0.3756,0.3511,0.4001,0.4438,0.5339,0.4638,0.8615,0.2364,48.0685,166.808,5,0.153927639,116,9,0.906508546,0.853767215,4.604331232,0.898938622
47,0.3727,0.3249,0.4204,0.4306,0.553,0.4092,0.8472,-0.9855,49.186,146.229,5,0.222722026,290,9,0.86799037,0.855016891,4.526366977,0.798361666
48,0.3705,0.353,0.388,0.4423,0.4978,0.4628,0.8632,-1.0156,48.097,73.877,5,0.112751215,91,4,0.727296282,0.755280381,3.726717416,0.172982298
49,0.3716,0.3669,0.3764,0.4445,0.4961,0.4796,0.8546,-0.3327,47.7955,128.212,4,0.137019178,299,7,0.957022145,0.91622432,2.93119845,0.223714374
